"","X.5","X.4","X.3","X.2","Bed","Year_planted","Species","Site","Sample_Date","Month","Day","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Length_1_mm","Length_2_mm","Length_3_mm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","SampleID_standard","Sample_age","mean_stem_elong","mean_leaf_length","mean_width","population","X.1","Latitude","Longitude","Elevation","Date_propagated","Date_planted","Mother_LS","Cutting_length","Cutting_diameter"
"109",109,109,109,109,"AC",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR28","1",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",110,110,110,110,"LB",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",1.7,NA,NA,NA,11,16,NA,14,NA,NA,"H15SR3","1",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",111,111,111,111,"AC",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR30","1",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",112,112,112,112,"LB",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR4","1",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",113,113,113,113,"LB",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR5","1",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",114,114,114,114,"LB",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR6","1",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",115,115,115,115,"LB",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR7","1",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",116,116,116,116,"LB",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR8","1",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",117,117,117,117,"LB",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR9","1",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",118,118,118,118,"MG",2013,"Salix pulchra","Common_garden",NA,8,11,"2016",26.6,NA,NA,NA,45,39,48,39,30,36,"HESP11","3",35,44,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",119,119,119,119,"CF",2013,"Salix pulchra","Common_garden",NA,8,11,"2016",13.5,NA,NA,NA,59,53,64,37,45,50,"HESP12","3",44,58.6666666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",120,120,120,120,"MG",2013,"Salix pulchra","Common_garden",NA,8,11,"2016",28.5,NA,NA,NA,33,30,34,31,55,43,"HESP12","3",43,32.3333333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",121,121,121,121,"MG",2013,"Salix pulchra","Common_garden",NA,8,11,"2016",5.9,NA,NA,NA,31,36,30,34,21,15,"HESP14","3",23.3333333333333,32.3333333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",122,122,122,122,"MG",2013,"Salix pulchra","Common_garden",NA,8,11,"2016",12.3,NA,NA,NA,16,21,21,22,19,21,"HESP17","3",20.6666666666667,19.3333333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",123,123,123,123,"MG",2013,"Salix pulchra","Common_garden",NA,8,11,"2016",8.3,NA,NA,NA,35,33,31,36,29,34,"HESP18","3",33,33,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",124,124,124,124,"IMS",2013,"Salix pulchra","Common_garden",NA,8,11,"2016",12.3,NA,NA,NA,26,20,23,32,29,26,"HESP2","3",29,23,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",125,125,125,125,"MG",2013,"Salix pulchra","Common_garden",NA,8,11,"2016",12,NA,NA,NA,39,42,34,41,36,36,"HESP20","3",37.6666666666667,38.3333333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",126,126,126,126,"AB",2013,"Salix pulchra","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,55,29,29,"HESP23","3",37.6666666666667,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",127,127,127,127,"IMS",2013,"Salix pulchra","Common_garden",NA,8,11,"2016",21.5,NA,NA,NA,29,27,24,144,62,32,"HESP24","3",79.3333333333333,26.6666666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",128,128,128,128,"AB",2013,"Salix pulchra","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,20,10,19,"HESP26","3",16.3333333333333,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",129,129,129,129,"AB",2013,"Salix pulchra","Common_garden",NA,8,11,"2016",6.1,NA,NA,NA,31,32,31,35,44,29,"HESP29","3",36,31.3333333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",130,130,130,130,"IMS",2013,"Salix pulchra","Common_garden",NA,8,11,"2016",37.2,NA,NA,NA,39,31,37,42,40,38,"HESP3","3",40,35.6666666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",131,131,131,131,"AB",2013,"Salix pulchra","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESP30","3",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",132,132,132,132,"IMS",2013,"Salix pulchra","Common_garden",NA,8,11,"2016",46,NA,NA,NA,24,20,26,31,31,25,"HESP4","3",29,23.3333333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",133,133,133,133,"IMS",2013,"Salix pulchra","Common_garden",NA,8,11,"2016",31,NA,NA,NA,63,67,71,302,202,310,"HESP4","3",271.333333333333,67,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",134,134,134,134,"IMS",2013,"Salix pulchra","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,30,NA,NA,"HESP5","3",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",135,135,135,135,"CF",2013,"Salix pulchra","Common_garden",NA,8,11,"2016",17.4,NA,NA,NA,40,32,33,35,45,31,"HESP6","3",37,35,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",136,136,136,136,"IMS",2013,"Salix pulchra","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESP9","3",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",137,137,137,137,"SW",2013,"Salix richardsonii","Common_garden",NA,8,11,"2016",8.2,NA,NA,NA,32,25,22,35,29,12,"HESR13","3",25.3333333333333,26.3333333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",138,138,138,138,"IR",2013,"Salix richardsonii","Common_garden",NA,8,11,"2016",2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESR17","3",NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",139,139,139,139,"LB",2013,"Salix richardsonii","Common_garden",NA,8,11,"2016",4.4,NA,NA,NA,30,22,32,27,30,21,"HESR2","3",26,28,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",140,140,140,140,"AC",2013,"Salix richardsonii","Common_garden",NA,8,11,"2016",22,NA,NA,NA,15,16,21,54,25,33,"HESR21","3",37.3333333333333,17.3333333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",141,141,141,141,"AC",2013,"Salix richardsonii","Common_garden",NA,8,11,"2016",3,NA,NA,NA,21,24,21,30,26,29,"HESR23","3",28.3333333333333,22,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",142,142,142,142,"AC",2013,"Salix richardsonii","Common_garden",NA,8,11,"2016",12.5,NA,NA,NA,33,30,26,25,18,19,"HESR26","3",20.6666666666667,29.6666666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",143,143,143,143,"AC",2013,"Salix richardsonii","Common_garden",NA,8,11,"2016",8,NA,NA,NA,25,17,NA,65,26,49,"HESR27","3",46.6666666666667,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",144,144,144,144,"LB",2013,"Salix richardsonii","Common_garden",NA,8,11,"2016",5.6,NA,NA,NA,27,26,30,28,31,19,"HESR3","3",26,27.6666666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",145,145,145,145,"LB",2013,"Salix richardsonii","Common_garden",NA,8,11,"2016",5.2,NA,NA,NA,31,31,33,40,54,62,"HESR4","3",52,31.6666666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",146,146,146,146,"LB",2013,"Salix richardsonii","Common_garden",NA,8,11,"2016",2.5,NA,NA,NA,20,18,21,16,25,NA,"HESR4B","3",NA,19.6666666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",147,147,147,147,"SW",2013,"Salix richardsonii","Common_garden",NA,8,11,"2016",15.3,NA,NA,NA,27,25,30,26,45,23,"HESR6","3",31.3333333333333,27.3333333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",148,148,148,148,"SW",2013,"Salix richardsonii","Common_garden",NA,8,11,"2016",19.5,NA,NA,NA,32,34,35,36,31,49,"HESR7","3",38.6666666666667,33.6666666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",149,149,149,149,"SW",2013,"Salix richardsonii","Common_garden",NA,8,11,"2016",26,NA,NA,NA,29,27,29,54,39,34,"HESR8","3",42.3333333333333,28.3333333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",150,150,150,150,"IMS",2015,"Salix pulchra","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSP1","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",151,151,151,151,"IMS",2015,"Salix pulchra","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSP2","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",152,152,152,152,"IR",2015,"Salix pulchra","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSP3","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",153,153,153,153,"IR",2015,"Salix pulchra","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSP4","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",154,154,154,154,"IR",2015,"Salix pulchra","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSP5","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",155,155,155,155,"IR",2015,"Salix pulchra","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSP6","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",156,156,156,156,"IR",2015,"Salix pulchra","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSP7","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",157,157,157,157,"AB",2015,"Salix pulchra","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSP8","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",158,158,158,158,"AB",2015,"Salix pulchra","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSP9","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",159,159,159,159,"LB",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR1","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",160,160,160,160,"LB",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR2","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",161,161,161,161,"LB",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR3","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",162,162,162,162,"LB",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR4","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",163,163,163,163,"SW",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR5","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",164,164,164,164,"SW",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR6","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",165,165,165,165,"IR",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR7","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",166,166,166,166,"AC",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR8","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",167,167,167,167,"AC",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR9","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",168,168,168,168,"MG",2015,"Salix pulchra","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP1","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",169,169,169,169,"MG",2015,"Salix pulchra","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP10","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",170,170,170,170,"CF",2015,"Salix pulchra","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP2","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",171,171,171,171,"CF",2015,"Salix pulchra","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP3","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",172,172,172,172,"CF",2015,"Salix pulchra","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP4","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",173,173,173,173,"MG",2015,"Salix pulchra","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP5","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",174,174,174,174,"MG",2015,"Salix pulchra","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP6","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",175,175,175,175,"MG",2015,"Salix pulchra","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP7","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",176,176,176,176,"MG",2015,"Salix pulchra","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP8","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",177,177,177,177,"SW",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESR1","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",178,178,178,178,"IMS",2015,"Salix pulchra","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP1","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",179,179,179,179,"IMS",2015,"Salix pulchra","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP1","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",180,180,180,180,"IMS",2015,"Salix pulchra","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP2","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",181,181,181,181,"IMS",2015,"Salix pulchra","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP2","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",182,182,182,182,"IMS",2015,"Salix pulchra","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP3","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",183,183,183,183,"IMS",2015,"Salix pulchra","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP3","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",184,184,184,184,"IMS",2015,"Salix pulchra","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP4","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",185,185,185,185,"IMS",2015,"Salix pulchra","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP4","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",186,186,186,186,"IMS",2015,"Salix pulchra","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP5","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",187,187,187,187,"IMS",2015,"Salix pulchra","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP5","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",188,188,188,188,"LB",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR1","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",189,189,189,189,"IR",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR10","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",190,190,190,190,"IR",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR11","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",191,191,191,191,"IR",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR12","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",192,192,192,192,"AC",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR13","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",193,193,193,193,"AC",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR14","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",194,194,194,194,"AC",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR15","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",195,195,195,195,"LB",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR2","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",196,196,196,196,"LB",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR3","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",197,197,197,197,"LB",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR4","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",198,198,198,198,"LB",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR5","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",199,199,199,199,"IR",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR6","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",200,200,200,200,"IR",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR7","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",201,201,201,201,"IR",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR8","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"202",202,202,202,202,"IR",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR9","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",203,203,203,203,"LB",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSR1","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",204,204,204,204,"AC",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSR10","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",205,205,205,205,"LB",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSR2","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",206,206,206,206,"LB",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSR3","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",207,207,207,207,"LB",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSR4","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",208,208,208,208,"SW",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSR5","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",209,209,209,209,"SW",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSR6","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",210,210,210,210,"SW",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSR7","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",211,211,211,211,"SW",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",2.3,NA,NA,NA,28,24,22,16,NA,NA,"K15SSR8","1",NA,24.6666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",212,212,212,212,"SW",2015,"Salix richardsonii","Common_garden",NA,8,11,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSR9","1",NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",213,213,213,213,"IMS",2013,"Salix pulchra","Common_garden",NA,8,11,"2016",28.3,NA,NA,NA,50,45,60,71,80,84,"KLSPC1","3",78.3333333333333,51.6666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",214,214,214,214,"MG",2013,"Salix pulchra","Common_garden",NA,8,11,"2016",33,NA,NA,NA,46,48,47,43,41,28,"KLSPC10","3",37.3333333333333,47,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",215,215,215,215,"AB",2013,"Salix pulchra","Common_garden",NA,8,11,"2016",35.1,NA,NA,NA,39,42,45,62,66,111,"KLSPC13","3",79.6666666666667,42,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",216,216,216,216,"IMS",2013,"Salix pulchra","Common_garden",NA,8,11,"2016",18.3,NA,NA,NA,53,43,45,36,36,37,"KLSPC2","3",36.3333333333333,47,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",217,217,217,217,"IMS",2013,"Salix pulchra","Common_garden",NA,8,11,"2016",24.4,NA,NA,NA,35,36,42,39,33,30,"KLSPC3","3",34,37.6666666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",218,218,218,218,"MG",2013,"Salix pulchra","Common_garden",NA,8,11,"2016",16.1,NA,NA,NA,74,65,75,314,317,275,"KLSPC8","3",302,71.3333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA
